Date,Open,High,Low,Close,Adj Close,Volume
2017-09-25,256.970001,256.970001,251.500000,254.320007,249.236633,3479200
2017-09-26,254.600006,256.480011,253.539993,253.699997,248.628998,2173600
2017-09-27,255.270004,258.769989,253.970001,255.279999,250.177414,3840100
2017-09-28,254.110001,255.800003,251.169998,254.270004,249.187607,2586100
2017-09-29,253.850006,255.259995,252.589996,254.210007,249.128799,2531100
2017-10-02,254.649994,255.990005,253.529999,255.990005,250.873245,2685100
2017-10-03,255.990005,258.260010,254.690002,255.460007,250.353836,3163400
2017-10-04,256.119995,257.130005,254.070007,255.759995,250.647827,3031000
2017-10-05,255.279999,258.989990,254.779999,258.890015,253.715286,3940200
2017-10-06,258.000000,258.899994,257.059998,258.579987,253.411453,2736400
2017-10-09,259.000000,259.000000,257.109985,258.390015,253.225266,2146100
2017-10-10,259.739990,261.059998,257.200012,260.929993,255.714493,2740700
2017-10-11,261.320007,261.649994,259.019989,261.440002,256.214294,2890300
2017-10-12,260.950012,262.980011,260.000000,261.910004,256.674927,2577900
2017-10-13,262.899994,263.790009,260.739990,260.739990,255.528305,2243900
2017-10-16,261.500000,262.000000,259.690002,259.750000,254.558060,1818900
2017-10-17,256.489990,259.049988,256.260010,258.619995,253.450668,2515900
2017-10-18,258.470001,260.730011,256.660004,260.040009,254.842270,2051700
2017-10-19,258.980011,259.100006,256.029999,259.040009,253.862259,2589200
2017-10-20,260.359985,264.829987,259.440002,264.750000,259.458130,3955900
2017-10-23,265.130005,265.980011,262.140015,262.320007,257.076721,3302400
2017-10-24,263.239990,267.209991,263.239990,266.000000,260.683167,4401600
2017-10-25,264.779999,266.000000,254.500000,258.420013,253.254669,7895300
2017-10-26,259.720001,261.440002,257.309998,259.269989,254.087646,3419100
2017-10-27,258.260010,259.500000,255.800003,256.459991,251.333817,2899200
2017-10-30,255.449997,260.410004,255.330002,259.250000,254.068100,3025900
2017-10-31,259.339996,259.929993,257.470001,257.980011,252.823471,2742800
2017-11-01,258.290009,259.410004,256.239990,258.500000,253.333054,2929500
2017-11-02,258.309998,263.239990,258.000000,262.630005,257.380493,2529900
2017-11-03,262.420013,263.790009,260.079987,261.750000,256.518097,2610800
2017-11-06,262.619995,265.839996,262.529999,264.070007,258.791718,2911600
2017-11-07,264.070007,267.279999,264.070007,266.130005,260.810547,3205400
2017-11-08,266.140015,267.619995,265.290009,265.570007,260.261749,2841800
2017-11-09,265.010010,266.750000,259.559998,262.700012,258.833099,3215900
2017-11-10,262.109985,262.500000,259.600006,260.850006,257.010345,1740600
2017-11-13,261.670013,263.359985,260.489990,262.420013,258.557220,2604100
2017-11-14,262.000000,262.399994,260.200012,261.760010,257.906921,2358200
2017-11-15,261.420013,264.769989,260.149994,262.859985,258.990723,2510500
2017-11-16,263.760010,265.040009,263.339996,263.700012,259.818390,2710200
2017-11-17,262.820007,263.739990,262.029999,262.260010,258.399597,1724800
2017-11-20,263.000000,265.619995,262.760010,264.630005,260.734680,2447400
2017-11-21,266.239990,267.000000,264.709991,266.989990,263.059937,2267100
2017-11-22,267.000000,267.480011,264.529999,265.149994,261.247040,1471400
2017-11-24,265.260010,266.570007,264.529999,265.880005,261.966278,788900
2017-11-27,265.380005,266.839996,264.720001,265.579987,261.670685,1772200
2017-11-28,267.000000,268.010010,265.230011,267.989990,264.045227,2262100
2017-11-29,269.480011,269.679993,266.149994,269.299988,265.335938,3029100
2017-11-30,269.910004,277.040009,269.429993,276.799988,272.725555,4820300
2017-12-01,277.510010,278.730011,270.600006,271.380005,267.385345,4592500
2017-12-04,276.160004,281.829987,276.000000,277.970001,273.878296,5523000
2017-12-05,279.010010,279.440002,274.859985,275.540009,271.484070,2806100
2017-12-06,276.579987,279.140015,274.000000,278.269989,274.173920,2538100
2017-12-07,282.809998,284.790009,277.799988,281.970001,277.819427,4264400
2017-12-08,285.010010,287.320007,283.559998,285.899994,281.691589,4440500
2017-12-11,286.209991,286.489990,279.899994,283.160004,278.991913,4065200
2017-12-12,291.339996,292.799988,287.720001,289.940002,285.672150,5517600
2017-12-13,290.500000,295.850006,289.700012,291.839996,287.544159,5003300
2017-12-14,293.350006,296.820007,292.600006,293.880005,289.554108,3913400
