Date,Open,High,Low,Close,Adj Close,Volume
2017-09-26,48.459999,49.049999,48.270000,48.500000,47.317780,5232000
2017-09-27,48.900002,49.279999,47.119999,47.720001,46.556801,11658300
2017-09-28,47.459999,48.720001,47.459999,48.310001,47.132416,8309100
2017-09-29,48.400002,48.650002,48.000000,48.220001,47.044613,5533100
2017-10-02,48.349998,48.520000,47.900002,48.070000,46.898266,8604800
2017-10-03,48.150002,51.369999,48.150002,51.250000,50.000751,16065400
2017-10-04,51.220001,52.070000,50.980000,51.560001,50.303200,8265100
2017-10-05,51.509998,51.770000,51.259998,51.680000,50.420269,5276300
2017-10-06,51.400002,52.520000,51.400002,52.009998,50.742226,6735400
2017-10-09,52.070000,52.430000,51.439999,51.740002,50.478813,4624800
2017-10-10,52.730000,53.709999,52.470001,52.700001,51.415413,11332100
2017-10-11,53.380001,53.970001,52.500000,53.070000,51.776386,11817800
2017-10-12,53.099998,53.189999,52.540001,53.110001,51.815414,5819300
2017-10-13,53.110001,54.040001,53.020000,53.959999,52.644691,7242800
2017-10-16,53.779999,53.849998,53.279999,53.619999,52.312981,4810900
2017-10-17,53.509998,54.060001,52.660000,52.759998,51.473946,6547600
2017-10-18,52.849998,53.119999,52.669998,52.860001,51.571510,5402400
2017-10-19,52.570000,52.799999,51.369999,52.270000,50.995888,9567800
2017-10-20,52.619999,53.279999,52.529999,53.270000,51.971516,6707800
2017-10-23,53.299999,53.360001,52.230000,52.279999,51.005642,4095100
2017-10-24,52.500000,53.380001,52.029999,53.180000,51.883705,5306700
2017-10-25,53.259998,53.299999,52.130001,52.240002,50.966621,6043500
2017-10-26,52.869999,53.619999,50.740002,50.930000,49.688553,10913600
2017-10-27,50.919998,51.240002,49.950001,50.560001,49.327576,7574000
2017-10-30,50.220001,50.669998,50.009998,50.330002,49.103176,3960500
2017-10-31,50.299999,50.560001,49.950001,50.029999,48.810493,4755400
2017-11-01,50.189999,50.930000,49.950001,50.349998,49.122688,5833700
2017-11-02,50.480000,50.490002,49.639999,50.340000,49.112934,6437200
2017-11-03,50.490002,50.689999,49.880001,50.400002,49.171474,4145000
2017-11-06,50.400002,51.169998,50.279999,50.570000,49.337326,6259900
2017-11-07,50.570000,50.619999,49.759998,49.910000,48.693417,4427000
2017-11-08,49.750000,50.400002,49.459999,50.060001,48.839764,3511700
2017-11-09,49.700001,49.990002,49.110001,49.189999,47.990963,5594200
2017-11-10,49.189999,49.369999,48.830002,48.889999,47.698277,7048500
2017-11-13,48.599998,48.900002,48.330002,48.860001,47.669010,5182500
2017-11-14,48.820000,48.990002,48.560001,48.900002,47.708038,4855600
2017-11-15,48.660000,49.540001,48.340000,49.330002,48.127556,6561300
2017-11-16,49.459999,50.650002,49.419998,50.450001,49.526470,6969900
2017-11-17,50.049999,50.189999,49.529999,49.820000,48.908001,5005600
2017-11-20,49.840000,49.900002,49.119999,49.790001,48.878548,4254700
2017-11-21,50.000000,50.680000,49.740002,50.669998,49.742439,4833900
2017-11-22,50.540001,50.830002,50.270000,50.410000,49.487202,4160200
2017-11-24,50.480000,50.480000,49.980000,50.110001,49.192692,1841200
2017-11-27,50.049999,50.160000,49.400002,49.590000,48.682209,5032300
2017-11-28,49.310001,50.680000,49.080002,50.580002,49.654091,8571700
2017-11-29,50.830002,52.750000,50.700001,52.099998,51.146259,10936400
2017-11-30,52.500000,53.500000,52.270000,52.919998,51.951252,9432600
2017-12-01,52.549999,53.580002,51.759998,52.060001,51.106995,8852400
2017-12-04,53.270000,54.130001,52.500000,52.910000,51.941437,8867100
2017-12-05,52.840000,53.169998,52.310001,52.389999,51.430958,5536800
2017-12-06,52.209999,52.779999,52.090000,52.299999,51.342598,4190400
2017-12-07,52.000000,53.410000,51.919998,53.410000,52.432281,7115200
