Date,Open,High,Low,Close,Adj Close,Volume
2017-09-11,165.539993,169.429993,165.320007,169.000000,168.581253,14186100
2017-09-12,170.000000,170.000000,166.970001,169.610001,169.189743,10287200
2017-09-13,168.589996,171.539993,167.279999,170.369995,169.947861,14524000
2017-09-14,168.789993,172.559998,167.800003,169.399994,168.980240,12842800
2017-09-15,172.860001,180.110001,172.649994,180.110001,179.663727,34119800
2017-09-18,185.139999,191.199997,184.860001,187.550003,187.085281,42111500
2017-09-19,185.509995,189.850006,184.619995,187.350006,186.885803,21857000
2017-09-20,187.500000,189.419998,184.210007,185.839996,185.379532,18123000
2017-09-21,181.639999,182.699997,177.610001,180.759995,180.312103,26890000
2017-09-22,180.300003,182.309998,178.600006,179.000000,178.556488,12280800
2017-09-25,177.750000,177.800003,170.160004,171.000000,170.576309,21864500
2017-09-26,176.449997,178.679993,170.350006,171.960007,171.533936,28140500
2017-09-27,175.619995,176.270004,172.750000,175.729996,175.294571,17843000
2017-09-28,176.020004,176.179993,173.759995,175.679993,175.244705,10881100
2017-09-29,179.080002,179.729996,177.250000,178.770004,178.327042,15477300
2017-10-02,180.800003,181.979996,177.000000,179.000000,178.556488,12587000
2017-10-03,179.250000,180.580002,177.580002,179.369995,178.925568,9758300
2017-10-04,179.619995,181.770004,178.139999,180.869995,180.421829,10696200
2017-10-05,181.860001,182.000000,179.559998,180.770004,180.322098,10934100
2017-10-06,179.649994,181.839996,179.000000,181.300003,180.850784,7970000
2017-10-09,182.789993,186.729996,182.029999,185.389999,184.930649,14087300
2017-10-10,191.429993,192.949997,187.259995,188.929993,188.461868,24371900
2017-10-11,189.600006,191.000000,187.740005,190.940002,190.466888,13237700
2017-10-12,191.080002,193.089996,189.929993,191.029999,190.556671,13207300
2017-10-13,193.550003,195.000000,191.649994,194.589996,194.107849,15718200
2017-10-16,195.800003,198.050003,193.240005,197.929993,197.439560,14416000
2017-10-17,197.089996,198.899994,196.350006,197.750000,197.260025,11964900
2017-10-18,198.110001,198.139999,193.320007,197.580002,197.090439,14182900
2017-10-19,194.440002,198.000000,192.449997,197.800003,197.309891,14269300
2017-10-20,198.490005,199.589996,196.539993,196.899994,196.412109,11290500
2017-10-23,197.779999,198.850006,195.800003,196.619995,196.132813,10717400
2017-10-24,196.990005,198.750000,195.940002,198.679993,198.187698,10181100
2017-10-25,197.080002,199.220001,191.169998,193.660004,193.180145,20704000
2017-10-26,194.779999,196.160004,193.809998,195.690002,195.205109,8068600
2017-10-27,197.800003,201.869995,196.750000,201.860001,201.359833,14304800
2017-10-30,201.860001,206.089996,201.220001,203.839996,203.334915,12601400
2017-10-31,205.130005,207.889999,204.899994,206.809998,206.297562,10297700
2017-11-01,209.350006,209.970001,204.600006,207.199997,206.686584,12564400
2017-11-02,206.000000,207.809998,203.649994,205.940002,205.429733,8557700
2017-11-03,207.199997,208.690002,205.339996,208.690002,208.172913,8841000
2017-11-06,207.199997,209.979996,206.699997,209.630005,209.110596,9748600
2017-11-07,210.550003,212.899994,210.059998,212.029999,211.504639,10692500
2017-11-08,211.850006,212.000000,207.240005,209.160004,208.641754,13074700
2017-11-09,205.270004,206.330002,200.369995,205.320007,204.811279,24464100
2017-11-10,213.080002,218.669998,211.630005,216.139999,215.604462,31331400
2017-11-13,216.139999,217.169998,212.009995,212.630005,212.103165,14559400
2017-11-14,213.000000,214.800003,211.229996,214.179993,213.649307,13232300
2017-11-15,211.949997,212.000000,207.800003,209.979996,209.459702,12548700
2017-11-16,212.979996,214.199997,211.250000,211.610001,211.085678,11044200
2017-11-17,213.919998,215.350006,210.750000,211.360001,210.836288,12891600
2017-11-20,211.990005,214.570007,210.500000,214.080002,213.549561,9902500
2017-11-21,215.690002,216.520004,214.399994,216.050003,215.514679,9979400
2017-11-22,217.000000,217.000000,213.610001,214.929993,214.546387,8916000
2017-11-24,215.589996,217.000000,214.600006,216.960007,216.572784,4518800
2017-11-27,217.309998,217.360001,214.009995,214.139999,213.757797,10572400
2017-11-28,214.350006,214.729996,208.240005,210.710007,210.333939,12818800
2017-11-29,210.009995,210.119995,191.229996,196.419998,196.069427,34919700
2017-11-30,199.199997,202.679993,196.649994,200.710007,200.351791,20594200
2017-12-01,199.309998,200.130005,192.470001,197.679993,197.327179,20288700
2017-12-04,200.050003,200.300003,184.500000,186.660004,186.326874,31021100
2017-12-05,182.399994,192.699997,180.580002,187.740005,187.404938,24537200
2017-12-06,185.699997,190.139999,184.839996,189.259995,188.922211,11675800
2017-12-07,191.960007,193.600006,190.119995,191.990005,191.647354,13565000
2017-12-08,194.009995,194.779999,191.149994,191.490005,191.148254,11671900
2017-12-11,192.059998,194.779999,191.419998,194.660004,194.312592,9318700
2017-12-12,192.899994,193.839996,189.889999,190.839996,190.499390,11375400
2017-12-13,192.500000,192.550003,185.880005,186.179993,185.847717,13857000
2017-12-14,185.919998,189.339996,184.600006,186.470001,186.137192,10954100
2017-12-15,188.250000,192.380005,185.619995,191.559998,191.218109,16750900
2017-12-18,193.199997,198.020004,192.000000,197.899994,197.546783,11942600
2017-12-19,197.520004,197.729996,194.960007,196.110001,195.759995,9327500
2017-12-20,197.699997,198.070007,194.550003,196.800003,196.448776,7220500
2017-12-21,196.940002,197.949997,195.550003,195.889999,195.540390,7522600
2017-12-22,194.399994,195.649994,191.250000,195.270004,194.921509,11656900
2017-12-26,193.029999,197.750000,191.820007,197.440002,197.087631,8877000
2017-12-27,196.899994,199.970001,196.309998,197.169998,196.818115,8237200
2017-12-28,198.130005,199.380005,197.149994,197.399994,197.047684,6006200
2017-12-29,198.460007,198.460007,193.500000,193.500000,193.154648,6999100
2018-01-02,195.779999,199.500000,194.500000,199.350006,198.994232,8890400
2018-01-03,204.100006,213.699997,203.750000,212.470001,212.090790,22867600
2018-01-04,215.759995,218.050003,212.690002,213.589996,213.208801,14581700
2018-01-05,214.190002,216.910004,211.080002,215.399994,215.015549,14503100
2018-01-08,220.399994,225.000000,218.580002,222.000000,221.603775,22030400
2018-01-09,222.220001,223.820007,218.639999,221.940002,221.543900,12425000
2018-01-10,218.199997,223.820007,216.000000,223.679993,223.280777,14566600
2018-01-11,225.000000,226.270004,223.210007,224.080002,223.680084,10150800
2018-01-12,223.600006,224.990005,221.339996,222.979996,222.582031,8997900
2018-01-16,224.050003,227.509995,216.690002,220.110001,219.717163,17558700
2018-01-17,220.699997,225.119995,216.899994,224.720001,224.318939,13407100
2018-01-18,223.940002,226.639999,222.679993,224.440002,224.039429,10215800
2018-01-19,228.089996,231.089996,227.000000,230.110001,229.699326,15234500
2018-01-22,230.429993,233.759995,228.100006,233.690002,233.272934,13773600
2018-01-23,235.850006,239.830002,235.100006,238.910004,238.483612,11880700
2018-01-24,239.039993,240.490005,233.550003,235.800003,235.379150,14499300
2018-01-25,238.000000,239.750000,235.750000,236.350006,235.928192,10247100
2018-01-26,238.119995,243.339996,237.600006,243.330002,242.895721,12908900
2018-01-29,242.740005,248.110001,240.610001,246.850006,246.409454,11377900
2018-01-30,241.110001,246.419998,238.410004,242.720001,242.286819,14270800
2018-01-31,245.770004,249.270004,244.449997,245.800003,245.361298,11964400
2018-02-01,238.520004,246.899994,238.059998,240.500000,240.070770,12980600
2018-02-02,237.000000,237.970001,231.169998,233.520004,233.103241,17961600
2018-02-05,227.000000,233.229996,205.000000,213.699997,213.318588,29130100
2018-02-06,204.399994,225.699997,204.000000,225.580002,225.177399,27870000
2018-02-07,229.580002,234.970001,226.699997,228.800003,228.391663,20073300
2018-02-08,233.880005,235.220001,217.509995,217.520004,217.131790,28600000
